Unnamed: 0,company,department,employee_id,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor,bonus_adicional
16,Cheerper,Support,71,45,42,3,40000.0,15230.54690984208,3,0.0,1.0,0.5113700400775596,333.3333333333333
17,Glasses,Support,34,34,31,2,40000.0,24792.91,1,0.0,0.8407296886374822,1.0,333.3333333333333
18,Glasses,Search Engine,40,38,34,5,68196.88887122068,18198.86655808921,3,0.058019665944177,0.4815995541652028,0.4609238331348601,568.3074072601725
19,Pear,Sales,26,34,33,1,115645.63379594978,23661.838413646656,2,0.8532997189023115,0.0,1.0,963.7136149662482
20,Glasses,Design,1,30,22,7,138211.88412139163,17563.349033475686,3,0.9507018285733752,0.1019030987576868,0.0,1151.765701011597
21,Cheerper,AI,3,44,40,4,153000.0,24792.91,1,0.7676665177636945,0.7270309175229891,0.0,1275.0
22,Cheerper,Support,37,41,38,3,85850.61191778477,20306.7566378958,3,0.0507185853689836,0.946419416561242,0.0024318086021536,715.4217659815398
23,Cheerper,Support,1,35,26,9,66542.95959845888,24792.91,1,0.0,1.0,0.3563409764935055,554.5246633204907
24,Glasses,AI,33,40,39,1,89401.36521758887,14636.832773791111,3,0.4384418049597214,0.0,0.6855972341117627,745.0113768132406
25,Pear,Design,70,41,38,2,45963.96144983158,17807.977046704207,2,0.1217980581135952,0.0260198306541656,0.85264116187419,383.0330120819298
26,Glasses,Search Engine,26,42,38,4,84410.50318953233,22072.74522151809,2,0.0214864084999841,0.5311750123105281,0.4473698506301291,703.4208599127695
27,Cheerper,BigData,21,48,45,3,76472.43419193132,13060.177077304088,2,0.0,0.3002987082182071,0.9421343843822804,637.270284932761
28,Glasses,Design,66,49,48,2,107986.17424817447,11295.34821417136,3,0.7707806814683877,0.0033281765752822,0.2254118543346287,899.884785401454
29,Pear,Sales,1,35,32,3,119108.6654107971,19921.340347500744,2,0.6414227937599644,0.0,0.4535272789176325,992.5722117566426
30,Glasses,Search Engine,47,33,31,2,88736.54864869641,15927.715198511272,5,0.8008133842770611,0.1861846869240906,0.0133077569464867,739.4712387391368
31,Glasses,Search Engine,1,34,28,5,75299.80430138076,24792.91,1,0.0,0.4911359827233051,0.9066837640955848,627.498369178173
32,Pear,Sales,1,37,31,6,110386.55025100196,23377.174336891258,1,0.3819576024330166,0.0,0.6304046740213138,919.8879187583498
33,Glasses,AI,8,30,24,5,105486.2465870522,20334.507553378065,4,0.86758161915679,0.0442999780920167,0.0877615347828093,879.0520548921018
34,Pear,AI,27,34,30,4,91059.78921421502,13354.918165311889,3,0.6373480965073978,0.0,0.4360919659632191,758.8315767851253
35,Pear,Design,16,39,39,1,108899.47270773092,23511.43509187012,2,0.466002510897322,0.0,0.8469399855503901,907.4956058977577
36,Cheerper,Support,53,39,37,2,57027.8944043646,23482.439830966345,1,0.0,0.779373203868458,0.704132911843243,475.23245336970496
37,Cheerper,BigData,41,41,36,5,106403.81748563352,9265.654714081602,5,0.8852577148522405,0.7067105001062832,0.0,886.6984790469461
38,Glasses,BigData,1,42,34,7,98891.57784374044,9826.200490638706,4,0.5793292050546337,0.4581199718936294,0.0,824.0964820311705
39,Glasses,Search Engine,3,30,25,5,91090.64693008504,16359.003362781044,2,0.080478756093776,0.5032393089608503,0.4159965060872895,759.0887244173754
40,Glasses,AI,1,30,26,3,125833.25812660527,20269.54581377855,4,0.6342636431074531,0.2239424808565356,0.1407893957426207,1048.6104843883775
41,Cheerper,Search Engine,23,34,24,9,79569.9791674894,13923.19437941106,3,0.3583003210820342,0.8560844050179583,0.0,663.0831597290784
42,Glasses,Search Engine,1,30,29,2,93265.04393965426,24792.91,2,0.0802907520413715,0.3087594853943259,0.6113254307300984,777.2086994971188
43,Cheerper,BigData,7,41,37,4,95463.68056814294,18854.90825378793,2,0.0,0.6307364537503808,0.4133132963847662,795.5306714011912
44,Glasses,AI,36,44,41,4,99278.1371525309,18677.43715149009,2,0.5718454400768456,0.2797682070077656,0.1489325022654411,827.3178096044243
45,Glasses,Design,49,46,43,4,66945.91375431523,22358.01358443724,1,0.0,0.3159613198942499,0.8733844577775416,557.8826146192936
46,Glasses,BigData,41,30,24,5,40000.0,23314.23138860186,2,0.0,0.6349498920410819,0.8579719353764153,333.3333333333333
47,Glasses,AI,1,30,22,8,110570.71208376948,22093.52198539291,1,0.3923555127331142,0.0558696548610961,0.5522224439548997,921.422600698079
48,Cheerper,BigData,6,30,22,5,88731.54539046138,24792.91,2,0.014426179492796,0.8150811927503004,0.1707997557395669,739.4295449205115
49,Glasses,AI,8,45,38,7,99422.48137731236,17636.98236375892,2,0.2593372846728264,0.2954346022087651,0.4453683092441378,828.5206781442697
50,Cheerper,Support,1,38,32,6,104722.89729885988,15127.346985017335,3,0.4367683418830947,0.5625075619550255,0.000740972862664,872.6908108238325
51,Cheerper,AI,41,30,22,9,92883.28914128248,18571.36743034455,2,0.8665756390900774,0.8246340048813183,0.0,774.0274095106874
52,Glasses,Design,1,30,24,5,143174.70480817105,24792.91,1,0.8262537830314164,0.2588532472973353,0.0,1193.1225400680921
53,Cheerper,Search Engine,28,30,23,7,81701.16203155747,20680.572807586672,3,0.7703450914822396,0.4175507402751006,0.0,680.8430169296456
54,Glasses,AI,15,44,42,2,124574.59616907209,21292.3253167426,1,0.5050642739421178,0.3757647667738165,0.1194838949814756,1038.1216347422676
55,Glasses,BigData,10,31,27,5,70511.2891949609,24711.81562985047,1,0.0,0.8427624415560651,0.4756778386301195,587.5940766246742
56,Glasses,Search Engine,21,30,24,6,85925.9061212308,19284.87186081854,2,0.4472354287666343,0.2867725784527796,0.2661803624327926,716.0492176769234
57,Glasses,Design,1,30,22,8,90114.4496371989,18108.01338260873,2,0.6721401927356296,0.0,0.4647038719952113,750.9537469766575
58,Pear,Sales,4,38,33,6,83250.19474184747,16171.567469204816,3,0.4439596444746624,0.0,1.0,693.751622848729
59,Pear,Sales,27,41,39,2,113894.28632205802,24792.91,1,0.7006944422977079,0.0,0.9857044172629388,949.1190526838169
60,Glasses,AI,61,30,26,4,65175.27416372592,9000.0,5,0.593298785242304,0.0,0.4233711852013254,543.1272846977159
61,Cheerper,Support,36,35,27,8,54272.33764204208,17672.841887695828,2,0.0,1.0,0.0,452.2694803503507
62,Glasses,AI,26,35,28,8,96180.03003437557,21368.78680845911,2,0.6146986014267607,0.4910247670056962,0.0,801.5002502864631
63,Glasses,AI,56,47,43,4,72063.16185221895,16080.357124716847,3,0.3766886556797074,0.2215158724393162,0.4020026289769091,600.5263487684913
64,Cheerper,Support,80,35,25,9,40000.0,9000.0,4,0.1447617913334094,1.0,0.0,333.3333333333333
65,Glasses,Search Engine,31,35,30,6,109050.67663298504,9000.0,5,1.0,0.3482337046994359,0.0,908.7556386082088
66,Cheerper,BigData,46,43,35,7,54285.08755946533,17816.505123310148,2,0.0,0.8402395812487768,0.3966705158411965,452.37572966221114
67,Glasses,AI,19,34,31,3,108545.7946115972,24470.90042194161,2,0.5492347086604398,0.351859357265756,0.0990490816962754,904.5482884299768
68,Cheerper,Search Engine,1,32,22,9,87123.77857903835,14463.213421843397,3,0.4230148872559084,0.7676453516304895,0.0,726.0314881586529
69,Pear,Design,30,46,40,6,107958.93397352842,19917.73563417233,2,0.7087197994085841,0.0,0.3602096353220316,899.6577831127369
70,Pear,AI,46,32,29,3,49619.96213615163,13928.65447313072,4,0.2676294618890129,0.0336911296428238,0.6990814565308859,413.4996844679303
71,Cheerper,Support,76,49,48,2,40000.0,23904.649903078927,2,0.0,0.8244361319806122,0.8962401915527987,333.3333333333333
72,Cheerper,Support,4,30,22,8,67869.00681284952,24792.91,1,0.0,0.9559942060394372,0.1870767935848664,565.575056773746
73,Cheerper,Support,51,31,28,3,40000.0,11442.716914361274,4,0.0,0.4664890360825539,1.0,333.3333333333333
74,Glasses,Search Engine,29,37,32,5,100042.55278903294,24792.91,2,0.4756903097637691,0.870945851469207,0.0,833.6879399086079
75,Pear,Sales,45,44,45,1,108660.4719294681,13740.781682271272,3,0.4768089036432525,0.0,0.8691224283340848,905.5039327455676
76,Cheerper,BigData,28,37,29,8,40000.0,20436.49836537452,1,0.0,0.6355210693958266,1.0,333.3333333333333
77,Glasses,Search Engine,1,31,23,8,106224.57241085796,24718.740104657125,1,0.1039986360483448,0.3914720558224298,0.504585139257979,885.2047700904831
78,Cheerper,BigData,16,37,30,8,88315.5071623847,14716.863951725772,3,0.2898441363751857,0.7334706849596841,0.0,735.9625596865393
79,Glasses,AI,11,33,30,3,91692.10916138365,21471.59320114999,2,0.0,0.4897449589370809,0.6265478510563632,764.1009096781971
80,Cheerper,Support,21,46,37,9,83395.08536837802,16596.98786921701,2,0.1296054025457966,1.0,0.0,694.9590447364835
81,Glasses,Search Engine,30,45,39,6,80287.19113700808,18719.92324137858,2,0.2027109249844466,0.4299366021847897,0.3673436975632912,669.0599261417341
82,Cheerper,Support,1,34,27,7,94372.99710374452,24589.344084145807,1,0.2472470755599499,0.7703650301533809,0.0,786.4416425312044
83,Glasses,Search Engine,1,46,43,3,126732.7596746867,18099.33817325632,2,0.2694419554754126,0.3540763435886341,0.3760163910932317,1056.1063306223894
84,Glasses,AI,36,38,34,5,89259.27102423756,22863.830397686837,2,0.5240703148663438,0.0374136952881296,0.4384651166257297,743.827258535313
85,Glasses,AI,70,38,41,1,69909.0433094867,16393.496280071726,4,0.1519681901776534,0.006413830591049,0.8413698454463396,582.5753609123892
86,Pear,Design,63,45,42,3,53854.84960029528,16312.803707508676,3,0.272896431387715,0.0,1.0,448.790413335794
87,Pear,Design,35,40,43,1,125982.20300352464,10783.779788891205,4,0.7409685542545955,0.0,0.4151079080526607,1049.8516916960386
88,Glasses,Search Engine,67,37,38,1,72323.51261833859,15555.968384586997,5,0.5348465053428049,0.1135614381752246,0.3517228891956812,602.6959384861549
89,Pear,Sales,22,44,40,4,89256.7339485618,24792.91,1,0.2012884170083314,0.0,1.0,743.806116238015
90,Cheerper,BigData,30,36,26,9,63082.79955212339,15230.41022331278,3,0.3404694854291096,0.5117091275413362,0.1480171094429918,525.6899962676949
91,Cheerper,BigData,20,47,46,1,107702.40934129508,12950.434010443198,3,0.3116949945702209,0.291656930154077,0.3967022030007658,897.5200778441257
92,Cheerper,Support,80,30,22,9,40000.0,13228.915791459174,4,0.0503631068967391,1.0,0.0,333.3333333333333
93,Cheerper,Support,11,31,22,9,58791.48418190392,19103.180770062736,3,0.1387019618107466,0.8038566071975056,0.0573893044751384,489.92903484919935
94,Pear,Design,46,42,46,1,115849.85275848529,22771.198888483137,2,0.4701870349536314,0.0189642484916509,0.5106083834910712,965.415439654044
95,Cheerper,BigData,1,38,27,9,81985.45503875714,13234.425559093275,1,0.072750881790753,1.0,0.0,683.2121253229761
96,Cheerper,Support,32,30,22,8,64401.31043674169,24792.91,3,0.2380831089169595,1.0,0.0,536.6775869728475
97,Glasses,Search Engine,23,30,25,3,83281.7994461668,22011.54992856687,3,0.426560032088921,0.2671408617726304,0.3065546937272901,694.0149953847234
98,Pear,Design,12,39,37,2,128263.10888477563,15712.240183516724,3,0.8336904836102712,0.0,0.4019471417681369,1068.8592407064637
99,Pear,Sales,38,47,42,5,116901.88167246392,16349.895149651891,3,1.0,0.0,0.2436391008662932,974.1823472705328
100,Pear,Sales,45,32,28,4,52767.48076173177,24792.91,1,0.0886474303966801,0.0,1.0,439.7290063477648
101,Cheerper,BigData,5,35,29,6,77884.99493396391,14744.601590939812,4,0.1159015791364558,0.1696358235606624,0.7144072574557152,649.0416244496993
102,Glasses,AI,40,46,45,1,122757.91148584688,14999.448949638278,4,0.8175472711003194,0.1120256515874331,0.0702276506801374,1022.9825957153907
103,Glasses,Design,48,37,34,3,88090.3625448049,18696.07197351609,2,0.4945069887896709,0.2941332253522165,0.2114497165234313,734.0863545400408
104,Cheerper,BigData,34,44,38,6,82863.03796333126,16857.28275028616,2,0.2857422750939786,0.9084109869912907,0.0,690.5253163610938
105,Cheerper,BigData,22,42,36,6,79480.58087816395,24792.91,1,0.0,0.8613080580071446,0.1549546920931356,662.3381739846997
106,Pear,AI,8,31,27,4,74989.03586299553,24047.607128931977,1,0.1784085387219155,0.1402539838025724,0.6810847427420634,624.9086321916294
107,Glasses,Search Engine,28,39,30,8,61995.145711743535,18141.880767711224,2,0.0,0.4096090177885671,0.6448925550524636,516.6262142645295
108,Pear,Design,72,45,42,3,46355.42125663994,15424.618633507853,2,0.0,0.0,1.0,386.29517713866613
109,Pear,Sales,63,47,46,2,94987.44609286483,18295.86260755893,2,0.7286367255775097,0.0,0.8876135205513074,791.5620507738736
110,Glasses,Search Engine,52,38,39,1,40000.0,16295.187500287731,4,0.0,0.0,1.0,333.3333333333333
111,Glasses,AI,35,36,31,5,83083.13053942042,10806.451821244216,4,0.5875131959507198,0.0546481114871299,0.3579395903443998,692.359421161837
112,Glasses,AI,6,30,26,4,118386.73863055489,22937.66090843875,3,0.8267814634693773,0.1871886458619646,0.0,986.5561552546242
113,Pear,Design,20,41,40,1,115033.53180214348,19230.312493798137,3,0.7283814111512672,0.0,0.401431201992133,958.6127650178623
114,Pear,Design,52,36,35,1,88028.29872869274,16946.429778778343,3,0.3808384707664929,0.0,0.7489952057980633,733.5691560724395
115,Glasses,Design,6,39,34,5,104176.47617033256,20691.272083369888,1,0.295067998997144,0.0235500906489363,0.681331565671217,868.1373014194381
116,Glasses,Search Engine,9,30,22,8,101312.0445739964,19295.47670082676,3,0.9093892960369954,0.5143234593982867,0.0,844.2670381166367
117,Glasses,AI,57,40,41,1,73130.1914132948,17463.722566987966,3,0.0,0.2702430441124967,0.7459804408076448,609.4182617774567
118,Cheerper,Support,49,35,34,2,76193.75466709792,17302.95275168213,5,0.2988811029528251,1.0,0.0,634.9479555591494
119,Glasses,Search Engine,80,49,48,2,46321.27212249114,22585.60695020381,1,0.0,0.6848062429900428,0.7167395573467749,386.01060102075945
120,Cheerper,AI,1,40,31,9,148934.5868863676,22207.125090432357,1,1.0,0.7118897968656583,0.0,1241.1215573863967
121,Cheerper,Support,25,41,34,7,63755.95035347491,20349.524624698035,1,0.0,0.9901421108604054,0.1944528008498228,531.2995862789576
122,Glasses,Search Engine,51,39,32,7,66503.68219727444,9892.236278551523,5,0.5956442621937732,0.6453029161967286,0.0,554.1973516439537
123,Pear,Design,1,31,22,8,125567.10671314406,21018.212874662386,2,0.9934319280931284,0.0,0.1618848534998463,1046.3925559428674
124,Pear,Design,39,49,48,1,114783.6985016603,24598.39313889149,1,0.6790431634465708,0.0,0.5119118971375431,956.5308208471693
125,Cheerper,BigData,37,49,48,1,87379.25337603394,17385.10911939411,2,0.0003089221650666,0.2114147676481291,0.7883592363692365,728.1604448002828
126,Glasses,BigData,69,48,48,1,69363.73608504931,9000.0,5,0.1328420015468332,0.2600280662765547,0.6077031612095318,578.0311340420776
127,Cheerper,Support,70,38,37,1,40000.0,21440.71476078376,3,0.0,0.6881223370597855,0.7739074389448886,333.3333333333333
128,Glasses,Search Engine,1,30,22,9,90279.28895042917,12051.836178167105,4,0.6474874931068304,0.4738694515837673,0.0,752.327407920243
129,Glasses,Design,25,31,22,9,89853.59036781928,20998.67080098508,1,0.8120882594686796,0.5166531792931516,0.0,748.7799197318274
130,Glasses,Design,35,35,26,9,96590.35959448168,14872.40992640443,4,1.0,0.1650185420253918,0.0,804.9196632873474
131,Cheerper,BigData,18,30,22,9,48692.06956322028,20561.19220783277,2,0.0,1.0,0.0,405.76724636016894
132,Cheerper,Search Engine,1,33,26,7,108144.32574364723,23062.358938485384,2,0.2445853882527944,0.6682927442834575,0.0873963414165148,901.2027145303937
133,Glasses,AI,32,42,44,1,97880.06191876832,24792.91,2,0.0,0.3775471236184602,0.7922716879252496,815.6671826564026
134,Cheerper,Support,27,32,26,6,52049.622830566645,17338.552546910516,4,0.0,0.9176889478813292,0.1591429677852677,433.74685692138877
135,Glasses,AI,7,38,33,5,79103.84526483648,20788.3126050048,2,0.0,0.256127768863574,0.8639105700523468,659.198710540304
136,Glasses,BigData,37,34,30,4,75574.390290526,23809.626389542016,3,0.4578042948240171,0.470028979336176,0.0721401901229097,629.7865857543834
137,Glasses,AI,27,49,48,1,124974.81378379752,23699.701470521388,1,0.0458619686011648,0.118941800406209,0.8354257275982344,1041.4567815316461
138,Pear,Sales,55,41,37,4,100690.59174366796,24792.91,1,0.6304747436448543,0.3479724829145394,0.0220127829287583,839.0882645305664
139,Glasses,Search Engine,42,32,27,6,58747.21423089444,22170.11874397344,1,0.0,0.8105574449104667,0.2708535404505095,489.560118590787
140,Glasses,Search Engine,55,35,31,4,42584.4532301564,12983.334601825336,5,0.4276568045561127,0.0,0.8182068625762973,354.8704435846367
141,Pear,Design,21,30,24,5,73987.82330499672,22171.0120352624,2,0.2589703353271647,0.0931215156265184,0.6477569113468664,616.565194208306
142,Glasses,Search Engine,1,30,22,6,95776.3996567459,24792.91,1,0.2412059562909571,0.161386233740941,0.5972410287525614,798.1366638062159
143,Pear,Sales,46,41,43,1,114098.73842635978,17456.932000284927,3,0.8809681991938667,0.0,0.876070466567695,950.8228202196648
144,Glasses,AI,46,49,48,2,96508.69389465053,11903.165398397634,4,0.3912765970669748,0.184752595670563,0.4236256137248567,804.2391157887545
145,Glasses,Search Engine,43,41,40,1,86820.34560456166,14420.767957218868,4,0.406669708188294,0.0736214988678721,0.5200899514978007,723.5028800380138
146,Glasses,Search Engine,40,44,41,2,54455.71639560565,17959.278345412793,3,0.0,0.0,1.0,453.79763663004707
147,Pear,Sales,1,30,22,9,141689.02741686045,24792.91,1,0.9493530706730706,0.1994345076590722,0.0,1180.7418951405039
148,Glasses,AI,13,31,26,5,66261.45404311184,24392.22048373558,1,0.0,0.2239489178503005,0.8506810221586445,552.1787836925987
149,Cheerper,BigData,1,33,30,3,96427.10833426836,15078.35445904587,4,0.1413630423725564,0.43169334635377,0.4266173086603372,803.559236118903
150,Glasses,Design,17,42,34,8,107975.59553102676,17306.107231109938,2,0.7658249532008734,0.0889027624962749,0.1451139782874747,899.7966294252232
151,Glasses,AI,38,31,25,6,100850.95985934304,22282.21313327311,3,0.985326610319486,0.5427007408258177,0.0,840.4246654945255
152,Pear,Sales,50,32,26,6,55948.0958720465,24792.91,1,0.0212037601082119,0.1502074469211866,0.8285699854161926,466.23413226705424
153,Glasses,BigData,20,35,30,5,61676.07759452525,21320.561059432926,2,0.0,0.8048361567024822,0.3600608275101821,513.9673132877105
154,Pear,Design,25,36,35,1,109606.8975060358,24382.799891730392,2,0.3917102044431358,0.0,0.7184420998672272,913.3908125502985
155,Glasses,Search Engine,38,37,31,6,79060.3593610594,17827.39012199316,3,0.3279981388879655,0.6088158053204953,0.0633827517292796,658.8363280088283
156,Glasses,AI,53,35,29,6,68514.62908696718,17617.727831421456,1,0.1166792956320062,0.5466934719654644,0.3367637604054824,570.9552423913932
157,Glasses,Search Engine,56,40,38,3,59134.42023761952,17869.825651557778,2,0.0370063912964333,0.4080253336901094,0.5551205613309558,492.78683531349606
158,Pear,Design,1,36,30,6,103238.17451204412,23587.400072245742,1,0.3297142844641868,0.0,0.7826596441122455,860.3181209337012
159,Cheerper,Search Engine,31,39,28,9,94420.39627569704,21753.466614093537,1,0.3877804168001665,1.0,0.0,786.8366356308087
160,Glasses,Search Engine,42,42,42,1,91128.61962863138,21878.674106968472,3,0.06400508836838,0.2228155815325507,0.712632095745311,759.4051635719283
161,Glasses,Search Engine,38,40,38,2,54495.63500159651,15697.38245480903,3,0.0,0.2345476066268154,1.0,454.1302916799709
162,Glasses,Search Engine,74,49,48,1,72357.11452982378,9010.376634756198,4,0.0,0.2005982185384555,0.8812015322229707,602.9759544151982
163,Cheerper,BigData,1,35,28,6,99907.41885237375,14064.086429933148,3,0.3993206944197052,0.681129500885326,0.0,832.5618237697813
164,Glasses,AI,1,30,22,6,129076.77064539364,20071.697136872663,2,0.7282826267244067,0.2757688529880748,0.0,1075.6397553782804
165,Pear,Design,80,47,48,1,71013.69712198975,12128.439491807798,4,0.4329369108512103,0.0,0.8239554289363382,591.7808093499146
166,Cheerper,BigData,78,43,39,4,40000.0,12430.440157737396,4,0.0,0.7426169144499251,0.2880466399440399,333.3333333333333
167,Glasses,Support,50,37,39,1,40000.0,24792.91,3,0.0,0.3770246740221188,1.0,333.3333333333333
168,Glasses,AI,19,49,44,5,82294.74584180792,18188.11554974308,1,0.1595101649126721,0.2196341948308492,0.6210569254797305,685.7895486817328
169,Cheerper,BigData,38,43,39,5,80986.78527817788,12403.725739366228,4,0.338476034058858,0.4274728827111438,0.234001441598548,674.889877318149
170,Glasses,AI,1,30,22,8,110488.25936019357,24173.193641635506,1,0.4116653472814678,0.50082374212692,0.0878388934356084,920.7354946682798
171,Glasses,AI,30,38,32,6,89942.60825989158,16073.637244012318,2,0.5116608467580652,0.2537836300909442,0.2346440065715319,749.5217354990965
172,Pear,Design,80,40,35,5,40000.0,11252.22153996956,5,0.3499103181298744,0.0,0.778279002443777,333.3333333333333
173,Cheerper,Support,50,44,36,7,48427.24624924027,18791.005796375925,3,0.0,1.0,0.1499266369964721,403.5603854103356
174,Cheerper,Support,17,34,25,9,88848.37715906267,11186.919166829946,5,0.4591879104250052,1.0,0.0,740.4031429921889
175,Cheerper,Search Engine,22,38,27,9,75301.57106466677,16056.18821270261,2,0.1994864662011698,0.5782090101958209,0.2228664317224032,627.5130922055565
176,Cheerper,BigData,49,30,24,7,42309.606460200506,17506.936093522156,3,0.0,0.4027630175105371,0.6486372539335392,352.58005383500426
177,Cheerper,Support,25,32,28,4,74356.23424937669,17685.385692397664,3,0.0,1.0,0.0,619.6352854114724
178,Glasses,AI,52,46,43,3,57541.07873953641,16570.86918980378,2,0.0,0.3422925571424864,0.7191115819635008,479.5089894961368
179,Cheerper,BigData,1,33,26,7,89072.31691663462,18206.0421455084,2,0.0225647449832326,0.7033218690976182,0.2739618344135873,742.2693076386219
180,Glasses,AI,41,31,26,5,74476.73273601374,21895.60812571054,1,0.1552671509357298,0.2325747404804997,0.6118141863848372,620.6394394667813
181,Pear,Design,1,34,28,6,114491.97988443138,24792.91,1,0.4670761786207097,0.0,0.6121052793022222,954.0998323702615
182,Glasses,Design,35,33,26,8,119921.23971309872,21602.22470070802,2,1.0,0.5712432154076774,0.0,999.3436642758228
183,Glasses,Search Engine,43,41,40,1,92757.94805147004,13430.67672026744,4,0.4888970701370585,0.3619730897257847,0.1490761384179945,772.9829004289171
184,Pear,Sales,54,38,33,5,76778.93632983867,20208.187928850784,1,0.2623418949008223,0.1609259486231214,0.5764232545342027,639.8244694153224
185,Pear,Sales,28,49,48,1,128884.96597883,15568.758236841066,3,0.6601238327556606,0.0,0.8298240150520648,1074.0413831569167
186,Cheerper,BigData,21,30,22,6,51335.59718413271,19387.706269599475,2,0.0,0.8003155035949894,0.4502575592495719,427.79664320110595
187,Glasses,Search Engine,40,35,32,3,68270.20345168216,21260.57406649872,3,0.1352879165266337,0.5419218110452622,0.3224237841529481,568.9183620973514
188,Glasses,AI,46,39,35,4,106770.49515647355,22085.61600767142,1,0.5724077899446389,0.8455839456696099,0.0,889.7541263039462
189,Glasses,AI,62,30,22,7,49572.75893118654,22786.03105109172,3,0.4018249602367543,0.5384104648119573,0.060043824000569,413.1063244265545
190,Glasses,AI,36,42,38,3,94201.00486768,16249.191676850984,3,0.8397662611857188,0.0,0.4300564373294374,785.0083738973334
191,Cheerper,BigData,26,42,39,3,61371.24762208168,19613.406994210927,2,0.0,0.4618436011065466,0.9063194593246028,511.42706351734734
192,Cheerper,Support,19,49,41,8,68914.4488907833,10372.207412339816,2,0.0,1.0,0.3176869101543304,574.2870740898609
193,Glasses,BigData,80,38,37,1,40000.0,22264.599551700056,3,0.0,0.5635150124346751,0.4831990721129963,333.3333333333333
194,Cheerper,Support,50,36,30,5,40000.0,9000.0,5,0.0,0.8958808326187104,0.3139958769200185,333.3333333333333
195,Glasses,Search Engine,1,38,35,3,146775.82204169844,17785.71274331143,5,0.9265017129549435,0.0123613711689847,0.0610139383858878,1223.131850347487
196,Glasses,Design,67,49,48,1,106727.21979811764,15269.83964452838,4,0.921431388712987,0.0,0.528885397664112,889.3934983176472
197,Cheerper,Support,49,33,28,5,40000.0,23990.371667907675,2,0.0,1.0,0.3290981226400623,333.3333333333333
198,Glasses,AI,43,34,32,2,101044.57331095058,18105.847162963382,3,0.4091342158621575,0.4929693901365919,0.0981221842791448,842.0381109245882
199,Pear,Sales,42,49,48,2,130611.49736837088,15424.001749799556,2,1.0,0.0,0.30490595167283,1088.4291447364242
200,Cheerper,Search Engine,8,43,32,9,100092.01017360116,24792.91,1,0.2599814165560308,0.9473420495530128,0.0,834.1000847800096
201,Glasses,Search Engine,1,30,22,4,84419.27524203382,21444.04044943661,2,0.0,0.3707926036505993,0.6475728784853669,703.4939603502818
202,Cheerper,BigData,8,43,32,9,102554.80460303236,17775.285474296925,2,0.4424517741371175,1.0,0.0,854.6233716919364
203,Cheerper,Support,80,39,39,1,40000.0,14324.665085634826,5,0.0,0.864841719400028,0.3199335497420721,333.3333333333333
204,Cheerper,Support,70,49,48,1,68496.65485168372,14138.489629665291,4,0.2744335187295821,0.2244214044352946,0.5008840371229957,570.8054570973644
205,Glasses,AI,38,40,38,3,87552.90585395244,22873.140105301456,1,0.2951148664436823,0.2896855131281957,0.4153639454104708,729.6075487829371
206,Cheerper,Support,30,43,35,8,64360.16718352458,9693.439743547997,3,0.0023084073200179,0.8199412285531034,0.1779894232625699,536.3347265293716
