Unnamed: 0,company,department,employee_id,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor,rango_edad
39,Glasses,Search Engine,3,30,25,5,91090.64693008504,16359.003362781044,2,0.080478756093776,0.5032393089608503,0.4159965060872895,21-30
40,Glasses,AI,1,30,26,3,125833.25812660527,20269.54581377855,4,0.6342636431074531,0.2239424808565356,0.1407893957426207,21-30
41,Cheerper,Search Engine,23,34,24,9,79569.9791674894,13923.19437941106,3,0.3583003210820342,0.8560844050179583,0.0,31-40
42,Glasses,Search Engine,1,30,29,2,93265.04393965426,24792.91,2,0.0802907520413715,0.3087594853943259,0.6113254307300984,21-30
43,Cheerper,BigData,7,41,37,4,95463.68056814294,18854.90825378793,2,0.0,0.6307364537503808,0.4133132963847662,41-50
44,Glasses,AI,36,44,41,4,99278.1371525309,18677.43715149009,2,0.5718454400768456,0.2797682070077656,0.1489325022654411,41-50
45,Glasses,Design,49,46,43,4,66945.91375431523,22358.01358443724,1,0.0,0.3159613198942499,0.8733844577775416,41-50
46,Glasses,BigData,41,30,24,5,40000.0,23314.23138860186,2,0.0,0.6349498920410819,0.8579719353764153,21-30
47,Glasses,AI,1,30,22,8,110570.71208376948,22093.52198539291,1,0.3923555127331142,0.0558696548610961,0.5522224439548997,21-30
48,Cheerper,BigData,6,30,22,5,88731.54539046138,24792.91,2,0.014426179492796,0.8150811927503004,0.1707997557395669,21-30
49,Glasses,AI,8,45,38,7,99422.48137731236,17636.98236375892,2,0.2593372846728264,0.2954346022087651,0.4453683092441378,41-50
50,Cheerper,Support,1,38,32,6,104722.89729885988,15127.346985017335,3,0.4367683418830947,0.5625075619550255,0.000740972862664,31-40
51,Cheerper,AI,41,30,22,9,92883.28914128248,18571.36743034455,2,0.8665756390900774,0.8246340048813183,0.0,21-30
52,Glasses,Design,1,30,24,5,143174.70480817105,24792.91,1,0.8262537830314164,0.2588532472973353,0.0,21-30
53,Cheerper,Search Engine,28,30,23,7,81701.16203155747,20680.572807586672,3,0.7703450914822396,0.4175507402751006,0.0,21-30
54,Glasses,AI,15,44,42,2,124574.59616907209,21292.3253167426,1,0.5050642739421178,0.3757647667738165,0.1194838949814756,41-50
55,Glasses,BigData,10,31,27,5,70511.2891949609,24711.81562985047,1,0.0,0.8427624415560651,0.4756778386301195,31-40
56,Glasses,Search Engine,21,30,24,6,85925.9061212308,19284.87186081854,2,0.4472354287666343,0.2867725784527796,0.2661803624327926,21-30
57,Glasses,Design,1,30,22,8,90114.4496371989,18108.01338260873,2,0.6721401927356296,0.0,0.4647038719952113,21-30
58,Pear,Sales,4,38,33,6,83250.19474184747,16171.567469204816,3,0.4439596444746624,0.0,1.0,31-40
59,Pear,Sales,27,41,39,2,113894.28632205802,24792.91,1,0.7006944422977079,0.0,0.9857044172629388,41-50
60,Glasses,AI,61,30,26,4,65175.27416372592,9000.0,5,0.593298785242304,0.0,0.4233711852013254,21-30
61,Cheerper,Support,36,35,27,8,54272.33764204208,17672.841887695828,2,0.0,1.0,0.0,31-40
62,Glasses,AI,26,35,28,8,96180.03003437557,21368.78680845911,2,0.6146986014267607,0.4910247670056962,0.0,31-40
63,Glasses,AI,56,47,43,4,72063.16185221895,16080.357124716847,3,0.3766886556797074,0.2215158724393162,0.4020026289769091,41-50
64,Cheerper,Support,80,35,25,9,40000.0,9000.0,4,0.1447617913334094,1.0,0.0,31-40
65,Glasses,Search Engine,31,35,30,6,109050.67663298504,9000.0,5,1.0,0.3482337046994359,0.0,31-40
66,Cheerper,BigData,46,43,35,7,54285.08755946533,17816.505123310148,2,0.0,0.8402395812487768,0.3966705158411965,41-50
67,Glasses,AI,19,34,31,3,108545.7946115972,24470.90042194161,2,0.5492347086604398,0.351859357265756,0.0990490816962754,31-40
68,Cheerper,Search Engine,1,32,22,9,87123.77857903835,14463.213421843397,3,0.4230148872559084,0.7676453516304895,0.0,31-40
69,Pear,Design,30,46,40,6,107958.93397352842,19917.73563417233,2,0.7087197994085841,0.0,0.3602096353220316,41-50
70,Pear,AI,46,32,29,3,49619.96213615163,13928.65447313072,4,0.2676294618890129,0.0336911296428238,0.6990814565308859,31-40
71,Cheerper,Support,76,49,48,2,40000.0,23904.649903078927,2,0.0,0.8244361319806122,0.8962401915527987,41-50
72,Cheerper,Support,4,30,22,8,67869.00681284952,24792.91,1,0.0,0.9559942060394372,0.1870767935848664,21-30
73,Cheerper,Support,51,31,28,3,40000.0,11442.716914361274,4,0.0,0.4664890360825539,1.0,31-40
74,Glasses,Search Engine,29,37,32,5,100042.55278903294,24792.91,2,0.4756903097637691,0.870945851469207,0.0,31-40
75,Pear,Sales,45,44,45,1,108660.4719294681,13740.781682271272,3,0.4768089036432525,0.0,0.8691224283340848,41-50
76,Cheerper,BigData,28,37,29,8,40000.0,20436.49836537452,1,0.0,0.6355210693958266,1.0,31-40
77,Glasses,Search Engine,1,31,23,8,106224.57241085796,24718.740104657125,1,0.1039986360483448,0.3914720558224298,0.504585139257979,31-40
78,Cheerper,BigData,16,37,30,8,88315.5071623847,14716.863951725772,3,0.2898441363751857,0.7334706849596841,0.0,31-40
79,Glasses,AI,11,33,30,3,91692.10916138365,21471.59320114999,2,0.0,0.4897449589370809,0.6265478510563632,31-40
80,Cheerper,Support,21,46,37,9,83395.08536837802,16596.98786921701,2,0.1296054025457966,1.0,0.0,41-50
81,Glasses,Search Engine,30,45,39,6,80287.19113700808,18719.92324137858,2,0.2027109249844466,0.4299366021847897,0.3673436975632912,41-50
82,Cheerper,Support,1,34,27,7,94372.99710374452,24589.344084145807,1,0.2472470755599499,0.7703650301533809,0.0,31-40
83,Glasses,Search Engine,1,46,43,3,126732.7596746867,18099.33817325632,2,0.2694419554754126,0.3540763435886341,0.3760163910932317,41-50
84,Glasses,AI,36,38,34,5,89259.27102423756,22863.830397686837,2,0.5240703148663438,0.0374136952881296,0.4384651166257297,31-40
85,Glasses,AI,70,38,41,1,69909.0433094867,16393.496280071726,4,0.1519681901776534,0.006413830591049,0.8413698454463396,31-40
86,Pear,Design,63,45,42,3,53854.84960029528,16312.803707508676,3,0.272896431387715,0.0,1.0,41-50
87,Pear,Design,35,40,43,1,125982.20300352464,10783.779788891205,4,0.7409685542545955,0.0,0.4151079080526607,31-40
88,Glasses,Search Engine,67,37,38,1,72323.51261833859,15555.968384586997,5,0.5348465053428049,0.1135614381752246,0.3517228891956812,31-40
89,Pear,Sales,22,44,40,4,89256.7339485618,24792.91,1,0.2012884170083314,0.0,1.0,41-50
90,Cheerper,BigData,30,36,26,9,63082.79955212339,15230.41022331278,3,0.3404694854291096,0.5117091275413362,0.1480171094429918,31-40
91,Cheerper,BigData,20,47,46,1,107702.40934129508,12950.434010443198,3,0.3116949945702209,0.291656930154077,0.3967022030007658,41-50
92,Cheerper,Support,80,30,22,9,40000.0,13228.915791459174,4,0.0503631068967391,1.0,0.0,21-30
93,Cheerper,Support,11,31,22,9,58791.48418190392,19103.180770062736,3,0.1387019618107466,0.8038566071975056,0.0573893044751384,31-40
94,Pear,Design,46,42,46,1,115849.85275848529,22771.198888483137,2,0.4701870349536314,0.0189642484916509,0.5106083834910712,41-50
95,Cheerper,BigData,1,38,27,9,81985.45503875714,13234.425559093275,1,0.072750881790753,1.0,0.0,31-40
96,Cheerper,Support,32,30,22,8,64401.31043674169,24792.91,3,0.2380831089169595,1.0,0.0,21-30
97,Glasses,Search Engine,23,30,25,3,83281.7994461668,22011.54992856687,3,0.426560032088921,0.2671408617726304,0.3065546937272901,21-30
98,Pear,Design,12,39,37,2,128263.10888477563,15712.240183516724,3,0.8336904836102712,0.0,0.4019471417681369,31-40
99,Pear,Sales,38,47,42,5,116901.88167246392,16349.895149651891,3,1.0,0.0,0.2436391008662932,41-50
100,Pear,Sales,45,32,28,4,52767.48076173177,24792.91,1,0.0886474303966801,0.0,1.0,31-40
101,Cheerper,BigData,5,35,29,6,77884.99493396391,14744.601590939812,4,0.1159015791364558,0.1696358235606624,0.7144072574557152,31-40
102,Glasses,AI,40,46,45,1,122757.91148584688,14999.448949638278,4,0.8175472711003194,0.1120256515874331,0.0702276506801374,41-50
103,Glasses,Design,48,37,34,3,88090.3625448049,18696.07197351609,2,0.4945069887896709,0.2941332253522165,0.2114497165234313,31-40
104,Cheerper,BigData,34,44,38,6,82863.03796333126,16857.28275028616,2,0.2857422750939786,0.9084109869912907,0.0,41-50
105,Cheerper,BigData,22,42,36,6,79480.58087816395,24792.91,1,0.0,0.8613080580071446,0.1549546920931356,41-50
106,Pear,AI,8,31,27,4,74989.03586299553,24047.607128931977,1,0.1784085387219155,0.1402539838025724,0.6810847427420634,31-40
107,Glasses,Search Engine,28,39,30,8,61995.145711743535,18141.880767711224,2,0.0,0.4096090177885671,0.6448925550524636,31-40
108,Pear,Design,72,45,42,3,46355.42125663994,15424.618633507853,2,0.0,0.0,1.0,41-50
109,Pear,Sales,63,47,46,2,94987.44609286483,18295.86260755893,2,0.7286367255775097,0.0,0.8876135205513074,41-50
110,Glasses,Search Engine,52,38,39,1,40000.0,16295.187500287731,4,0.0,0.0,1.0,31-40
111,Glasses,AI,35,36,31,5,83083.13053942042,10806.451821244216,4,0.5875131959507198,0.0546481114871299,0.3579395903443998,31-40
112,Glasses,AI,6,30,26,4,118386.73863055489,22937.66090843875,3,0.8267814634693773,0.1871886458619646,0.0,21-30
113,Pear,Design,20,41,40,1,115033.53180214348,19230.312493798137,3,0.7283814111512672,0.0,0.401431201992133,41-50
114,Pear,Design,52,36,35,1,88028.29872869274,16946.429778778343,3,0.3808384707664929,0.0,0.7489952057980633,31-40
115,Glasses,Design,6,39,34,5,104176.47617033256,20691.272083369888,1,0.295067998997144,0.0235500906489363,0.681331565671217,31-40
116,Glasses,Search Engine,9,30,22,8,101312.0445739964,19295.47670082676,3,0.9093892960369954,0.5143234593982867,0.0,21-30
117,Glasses,AI,57,40,41,1,73130.1914132948,17463.722566987966,3,0.0,0.2702430441124967,0.7459804408076448,31-40
118,Cheerper,Support,49,35,34,2,76193.75466709792,17302.95275168213,5,0.2988811029528251,1.0,0.0,31-40
119,Glasses,Search Engine,80,49,48,2,46321.27212249114,22585.60695020381,1,0.0,0.6848062429900428,0.7167395573467749,41-50
120,Cheerper,AI,1,40,31,9,148934.5868863676,22207.125090432357,1,1.0,0.7118897968656583,0.0,31-40
121,Cheerper,Support,25,41,34,7,63755.95035347491,20349.524624698035,1,0.0,0.9901421108604054,0.1944528008498228,41-50
122,Glasses,Search Engine,51,39,32,7,66503.68219727444,9892.236278551523,5,0.5956442621937732,0.6453029161967286,0.0,31-40
123,Pear,Design,1,31,22,8,125567.10671314406,21018.212874662386,2,0.9934319280931284,0.0,0.1618848534998463,31-40
124,Pear,Design,39,49,48,1,114783.6985016603,24598.39313889149,1,0.6790431634465708,0.0,0.5119118971375431,41-50
125,Cheerper,BigData,37,49,48,1,87379.25337603394,17385.10911939411,2,0.0003089221650666,0.2114147676481291,0.7883592363692365,41-50
126,Glasses,BigData,69,48,48,1,69363.73608504931,9000.0,5,0.1328420015468332,0.2600280662765547,0.6077031612095318,41-50
127,Cheerper,Support,70,38,37,1,40000.0,21440.71476078376,3,0.0,0.6881223370597855,0.7739074389448886,31-40
128,Glasses,Search Engine,1,30,22,9,90279.28895042917,12051.836178167105,4,0.6474874931068304,0.4738694515837673,0.0,21-30
129,Glasses,Design,25,31,22,9,89853.59036781928,20998.67080098508,1,0.8120882594686796,0.5166531792931516,0.0,31-40
130,Glasses,Design,35,35,26,9,96590.35959448168,14872.40992640443,4,1.0,0.1650185420253918,0.0,31-40
131,Cheerper,BigData,18,30,22,9,48692.06956322028,20561.19220783277,2,0.0,1.0,0.0,21-30
132,Cheerper,Search Engine,1,33,26,7,108144.32574364723,23062.358938485384,2,0.2445853882527944,0.6682927442834575,0.0873963414165148,31-40
133,Glasses,AI,32,42,44,1,97880.06191876832,24792.91,2,0.0,0.3775471236184602,0.7922716879252496,41-50
134,Cheerper,Support,27,32,26,6,52049.622830566645,17338.552546910516,4,0.0,0.9176889478813292,0.1591429677852677,31-40
135,Glasses,AI,7,38,33,5,79103.84526483648,20788.3126050048,2,0.0,0.256127768863574,0.8639105700523468,31-40
136,Glasses,BigData,37,34,30,4,75574.390290526,23809.626389542016,3,0.4578042948240171,0.470028979336176,0.0721401901229097,31-40
137,Glasses,AI,27,49,48,1,124974.81378379752,23699.701470521388,1,0.0458619686011648,0.118941800406209,0.8354257275982344,41-50
138,Pear,Sales,55,41,37,4,100690.59174366796,24792.91,1,0.6304747436448543,0.3479724829145394,0.0220127829287583,41-50
139,Glasses,Search Engine,42,32,27,6,58747.21423089444,22170.11874397344,1,0.0,0.8105574449104667,0.2708535404505095,31-40
140,Glasses,Search Engine,55,35,31,4,42584.4532301564,12983.334601825336,5,0.4276568045561127,0.0,0.8182068625762973,31-40
141,Pear,Design,21,30,24,5,73987.82330499672,22171.0120352624,2,0.2589703353271647,0.0931215156265184,0.6477569113468664,21-30
142,Glasses,Search Engine,1,30,22,6,95776.3996567459,24792.91,1,0.2412059562909571,0.161386233740941,0.5972410287525614,21-30
143,Pear,Sales,46,41,43,1,114098.73842635978,17456.932000284927,3,0.8809681991938667,0.0,0.876070466567695,41-50
144,Glasses,AI,46,49,48,2,96508.69389465053,11903.165398397634,4,0.3912765970669748,0.184752595670563,0.4236256137248567,41-50
145,Glasses,Search Engine,43,41,40,1,86820.34560456166,14420.767957218868,4,0.406669708188294,0.0736214988678721,0.5200899514978007,41-50
146,Glasses,Search Engine,40,44,41,2,54455.71639560565,17959.278345412793,3,0.0,0.0,1.0,41-50
147,Pear,Sales,1,30,22,9,141689.02741686045,24792.91,1,0.9493530706730706,0.1994345076590722,0.0,21-30
148,Glasses,AI,13,31,26,5,66261.45404311184,24392.22048373558,1,0.0,0.2239489178503005,0.8506810221586445,31-40
149,Cheerper,BigData,1,33,30,3,96427.10833426836,15078.35445904587,4,0.1413630423725564,0.43169334635377,0.4266173086603372,31-40
150,Glasses,Design,17,42,34,8,107975.59553102676,17306.107231109938,2,0.7658249532008734,0.0889027624962749,0.1451139782874747,41-50
151,Glasses,AI,38,31,25,6,100850.95985934304,22282.21313327311,3,0.985326610319486,0.5427007408258177,0.0,31-40
152,Pear,Sales,50,32,26,6,55948.0958720465,24792.91,1,0.0212037601082119,0.1502074469211866,0.8285699854161926,31-40
153,Glasses,BigData,20,35,30,5,61676.07759452525,21320.561059432926,2,0.0,0.8048361567024822,0.3600608275101821,31-40
154,Pear,Design,25,36,35,1,109606.8975060358,24382.799891730392,2,0.3917102044431358,0.0,0.7184420998672272,31-40
155,Glasses,Search Engine,38,37,31,6,79060.3593610594,17827.39012199316,3,0.3279981388879655,0.6088158053204953,0.0633827517292796,31-40
156,Glasses,AI,53,35,29,6,68514.62908696718,17617.727831421456,1,0.1166792956320062,0.5466934719654644,0.3367637604054824,31-40
157,Glasses,Search Engine,56,40,38,3,59134.42023761952,17869.825651557778,2,0.0370063912964333,0.4080253336901094,0.5551205613309558,31-40
158,Pear,Design,1,36,30,6,103238.17451204412,23587.400072245742,1,0.3297142844641868,0.0,0.7826596441122455,31-40
159,Cheerper,Search Engine,31,39,28,9,94420.39627569704,21753.466614093537,1,0.3877804168001665,1.0,0.0,31-40
160,Glasses,Search Engine,42,42,42,1,91128.61962863138,21878.674106968472,3,0.06400508836838,0.2228155815325507,0.712632095745311,41-50
161,Glasses,Search Engine,38,40,38,2,54495.63500159651,15697.38245480903,3,0.0,0.2345476066268154,1.0,31-40
162,Glasses,Search Engine,74,49,48,1,72357.11452982378,9010.376634756198,4,0.0,0.2005982185384555,0.8812015322229707,41-50
163,Cheerper,BigData,1,35,28,6,99907.41885237375,14064.086429933148,3,0.3993206944197052,0.681129500885326,0.0,31-40
164,Glasses,AI,1,30,22,6,129076.77064539364,20071.697136872663,2,0.7282826267244067,0.2757688529880748,0.0,21-30
165,Pear,Design,80,47,48,1,71013.69712198975,12128.439491807798,4,0.4329369108512103,0.0,0.8239554289363382,41-50
166,Cheerper,BigData,78,43,39,4,40000.0,12430.440157737396,4,0.0,0.7426169144499251,0.2880466399440399,41-50
167,Glasses,Support,50,37,39,1,40000.0,24792.91,3,0.0,0.3770246740221188,1.0,31-40
168,Glasses,AI,19,49,44,5,82294.74584180792,18188.11554974308,1,0.1595101649126721,0.2196341948308492,0.6210569254797305,41-50
169,Cheerper,BigData,38,43,39,5,80986.78527817788,12403.725739366228,4,0.338476034058858,0.4274728827111438,0.234001441598548,41-50
170,Glasses,AI,1,30,22,8,110488.25936019357,24173.193641635506,1,0.4116653472814678,0.50082374212692,0.0878388934356084,21-30
171,Glasses,AI,30,38,32,6,89942.60825989158,16073.637244012318,2,0.5116608467580652,0.2537836300909442,0.2346440065715319,31-40
172,Pear,Design,80,40,35,5,40000.0,11252.22153996956,5,0.3499103181298744,0.0,0.778279002443777,31-40
173,Cheerper,Support,50,44,36,7,48427.24624924027,18791.005796375925,3,0.0,1.0,0.1499266369964721,41-50
174,Cheerper,Support,17,34,25,9,88848.37715906267,11186.919166829946,5,0.4591879104250052,1.0,0.0,31-40
175,Cheerper,Search Engine,22,38,27,9,75301.57106466677,16056.18821270261,2,0.1994864662011698,0.5782090101958209,0.2228664317224032,31-40
176,Cheerper,BigData,49,30,24,7,42309.606460200506,17506.936093522156,3,0.0,0.4027630175105371,0.6486372539335392,21-30
177,Cheerper,Support,25,32,28,4,74356.23424937669,17685.385692397664,3,0.0,1.0,0.0,31-40
178,Glasses,AI,52,46,43,3,57541.07873953641,16570.86918980378,2,0.0,0.3422925571424864,0.7191115819635008,41-50
179,Cheerper,BigData,1,33,26,7,89072.31691663462,18206.0421455084,2,0.0225647449832326,0.7033218690976182,0.2739618344135873,31-40
180,Glasses,AI,41,31,26,5,74476.73273601374,21895.60812571054,1,0.1552671509357298,0.2325747404804997,0.6118141863848372,31-40
181,Pear,Design,1,34,28,6,114491.97988443138,24792.91,1,0.4670761786207097,0.0,0.6121052793022222,31-40
182,Glasses,Design,35,33,26,8,119921.23971309872,21602.22470070802,2,1.0,0.5712432154076774,0.0,31-40
183,Glasses,Search Engine,43,41,40,1,92757.94805147004,13430.67672026744,4,0.4888970701370585,0.3619730897257847,0.1490761384179945,41-50
184,Pear,Sales,54,38,33,5,76778.93632983867,20208.187928850784,1,0.2623418949008223,0.1609259486231214,0.5764232545342027,31-40
185,Pear,Sales,28,49,48,1,128884.96597883,15568.758236841066,3,0.6601238327556606,0.0,0.8298240150520648,41-50
186,Cheerper,BigData,21,30,22,6,51335.59718413271,19387.706269599475,2,0.0,0.8003155035949894,0.4502575592495719,21-30
187,Glasses,Search Engine,40,35,32,3,68270.20345168216,21260.57406649872,3,0.1352879165266337,0.5419218110452622,0.3224237841529481,31-40
188,Glasses,AI,46,39,35,4,106770.49515647355,22085.61600767142,1,0.5724077899446389,0.8455839456696099,0.0,31-40
189,Glasses,AI,62,30,22,7,49572.75893118654,22786.03105109172,3,0.4018249602367543,0.5384104648119573,0.060043824000569,21-30
190,Glasses,AI,36,42,38,3,94201.00486768,16249.191676850984,3,0.8397662611857188,0.0,0.4300564373294374,41-50
191,Cheerper,BigData,26,42,39,3,61371.24762208168,19613.406994210927,2,0.0,0.4618436011065466,0.9063194593246028,41-50
192,Cheerper,Support,19,49,41,8,68914.4488907833,10372.207412339816,2,0.0,1.0,0.3176869101543304,41-50
193,Glasses,BigData,80,38,37,1,40000.0,22264.599551700056,3,0.0,0.5635150124346751,0.4831990721129963,31-40
194,Cheerper,Support,50,36,30,5,40000.0,9000.0,5,0.0,0.8958808326187104,0.3139958769200185,31-40
195,Glasses,Search Engine,1,38,35,3,146775.82204169844,17785.71274331143,5,0.9265017129549435,0.0123613711689847,0.0610139383858878,31-40
196,Glasses,Design,67,49,48,1,106727.21979811764,15269.83964452838,4,0.921431388712987,0.0,0.528885397664112,41-50
197,Cheerper,Support,49,33,28,5,40000.0,23990.371667907675,2,0.0,1.0,0.3290981226400623,31-40
198,Glasses,AI,43,34,32,2,101044.57331095058,18105.847162963382,3,0.4091342158621575,0.4929693901365919,0.0981221842791448,31-40
199,Pear,Sales,42,49,48,2,130611.49736837088,15424.001749799556,2,1.0,0.0,0.30490595167283,41-50
200,Cheerper,Search Engine,8,43,32,9,100092.01017360116,24792.91,1,0.2599814165560308,0.9473420495530128,0.0,41-50
201,Glasses,Search Engine,1,30,22,4,84419.27524203382,21444.04044943661,2,0.0,0.3707926036505993,0.6475728784853669,21-30
202,Cheerper,BigData,8,43,32,9,102554.80460303236,17775.285474296925,2,0.4424517741371175,1.0,0.0,41-50
203,Cheerper,Support,80,39,39,1,40000.0,14324.665085634826,5,0.0,0.864841719400028,0.3199335497420721,31-40
204,Cheerper,Support,70,49,48,1,68496.65485168372,14138.489629665291,4,0.2744335187295821,0.2244214044352946,0.5008840371229957,41-50
205,Glasses,AI,38,40,38,3,87552.90585395244,22873.140105301456,1,0.2951148664436823,0.2896855131281957,0.4153639454104708,31-40
206,Cheerper,Support,30,43,35,8,64360.16718352458,9693.439743547997,3,0.0023084073200179,0.8199412285531034,0.1779894232625699,41-50
207,Cheerper,Search Engine,19,40,35,5,111140.85192998064,12138.906883336178,4,0.8637596407531392,0.4861579050626196,0.0,31-40
208,Pear,Sales,25,34,27,7,86173.08482085024,16141.51788253272,1,0.3819246064835757,0.3519461745116176,0.2654995302572427,31-40
209,Glasses,Design,28,41,35,7,98698.92070794968,18448.41378649316,1,0.2910811548580213,0.6851158545501888,0.0237651942673003,41-50
210,Glasses,Search Engine,12,33,31,2,115869.15866165688,13520.96011544494,5,0.7410247661159843,0.0853689885319574,0.1739331883692572,31-40
211,Glasses,Search Engine,58,35,28,7,40000.0,11023.281208506847,3,0.0059560667166617,0.3489892617681632,0.645187123246754,31-40
212,Cheerper,Support,1,30,22,8,79245.00614118617,20823.563113011736,3,0.0413376800692086,0.9640568886644468,0.0,21-30
213,Glasses,AI,1,40,33,7,107027.5837318266,22826.063850645744,1,0.4462394411160572,0.352497900571794,0.2007419178836969,31-40
214,Pear,Design,39,38,33,5,73548.37510213147,11975.68823601379,4,0.5596303026281167,0.0,0.6478972341296563,31-40
215,Cheerper,Support,56,35,25,9,79483.2511988432,9000.0,5,0.8622506971569641,1.0,0.0,31-40
216,Glasses,Search Engine,79,43,39,4,48283.76307582934,16460.675018681908,3,0.1801338843585939,0.4188137635893592,0.4007402689943018,41-50
217,Glasses,AI,40,35,32,4,110507.19840319786,16960.413358631373,4,1.0,0.0673024394705079,0.0,31-40
218,Glasses,AI,38,40,37,3,121560.1158914006,24445.358127341697,2,0.9377347482898104,0.3604898700005048,0.0,31-40
219,Glasses,Design,44,38,35,3,112654.31624119228,19937.277208931137,2,0.8782479623956936,0.3150737984679755,0.0,31-40
